,Unnamed: 0,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Y,RAM latency,% defective devices (from 1000 pc),QDR benchamrk
5724,5724,Lenovo,Intel i5,16,1TB HDD,Nvidia RTX 3060,17.3,1366x768,6.8,2.08,Linux,814.88,6.7,7.72,1424.0
5725,5725,MSI,AMD Ryzen 3,32,2TB SSD,AMD Radeon RX 6600,17.3,1920x1080,4.7,2.3,Linux,1856.35,7.5,11.56,1577.0
5726,5726,Acer,AMD Ryzen 7,64,512GB SSD,Integrated,17.3,1366x768,8.9,1.21,Linux,1722.71,7.5,10.76,678.0
5727,5727,Microsoft,Intel i3,16,256GB SSD,Integrated,15.6,1920x1080,9.9,1.36,Linux,906.59,6.8,9.8,1077.0
5728,5728,Lenovo,Intel i7,64,2TB SSD,Nvidia RTX 3080,15.6,1366x768,6.0,2.74,FreeDOS,2842.69,8.0,8.34,1474.0
5729,5729,Dell,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6600,17.3,2560x1440,7.4,3.29,macOS,1527.24,7.3,6.82,591.0
5730,5730,Samsung,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,11.5,3.4,Windows,1445.39,7.3,14.96,1304.0
5731,5731,Apple,Intel i3,32,256GB SSD,Nvidia RTX 3080,13.3,3840x2160,5.2,1.81,macOS,3343.2,8.1,9.66,2090.0
5732,5732,MSI,Intel i9,8,1TB SSD,Nvidia RTX 3060,13.3,1366x768,8.4,2.59,Linux,1910.44,7.6,10.8,999.0
5733,5733,Samsung,AMD Ryzen 3,4,1TB SSD,Nvidia GTX 1650,14.0,1366x768,9.6,3.14,Linux,639.25,6.5,8.19,1295.0
5734,5734,MSI,AMD Ryzen 3,8,1TB HDD,Integrated,14.0,2560x1440,5.1,3.37,FreeDOS,631.92,6.4,11.09,1529.0
5735,5735,Samsung,Intel i5,32,256GB SSD,Nvidia RTX 3060,15.6,1366x768,10.9,1.66,Windows,1429.22,7.3,12.38,2046.0
5736,5736,Razer,AMD Ryzen 9,32,512GB SSD,Nvidia RTX 3060,14.0,1366x768,5.8,2.38,Linux,3110.17,8.0,9.81,1227.0
5737,5737,HP,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,16.0,2560x1440,8.5,1.78,FreeDOS,819.28,6.7,6.3,937.0
5738,5738,MSI,Intel i7,16,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,7.6,2.81,macOS,2037.77,7.6,7.36,1487.0
5739,5739,Apple,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3060,14.0,1920x1080,9.7,1.85,macOS,1454.11,7.3,10.01,2184.0
5740,5740,Samsung,AMD Ryzen 3,8,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,4.9,2.96,Linux,660.33,6.5,11.02,575.0
5741,5741,Samsung,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.6,3.29,Linux,1695.2,7.4,15.47,1755.0
5742,5742,Samsung,Intel i3,8,2TB SSD,Integrated,16.0,3840x2160,6.0,2.36,Windows,1108.31,7.0,6.54,919.0
5743,5743,MSI,Intel i7,4,1TB HDD,Integrated,14.0,1366x768,8.4,1.85,Windows,645.53,6.5,10.08,1123.0
5744,5744,MSI,Intel i3,16,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,6.4,2.63,macOS,2332.97,7.8,10.01,1216.0
5745,5745,Razer,Intel i3,4,1TB HDD,Integrated,13.3,1920x1080,6.2,3.09,FreeDOS,568.4,6.3,13.03,671.0
5746,5746,Dell,AMD Ryzen 7,32,256GB SSD,Integrated,16.0,1920x1080,12.0,1.38,Linux,1355.96,7.2,10.14,1583.0
5747,5747,Asus,AMD Ryzen 3,64,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,6.8,3.17,Windows,3014.8,8.0,10.37,1352.0
5748,5748,Microsoft,AMD Ryzen 3,4,1TB HDD,Integrated,15.6,2560x1440,7.7,2.9,Windows,669.41,6.5,7.83,928.0
5749,5749,Dell,AMD Ryzen 3,16,1TB HDD,AMD Radeon RX 6600,15.6,3840x2160,9.1,2.01,Linux,1556.57,7.4,12.69,1100.0
5750,5750,Asus,Intel i7,4,1TB SSD,Integrated,14.0,1920x1080,7.7,1.33,Linux,896.55,6.8,11.57,1553.0
5751,5751,MSI,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,11.6,2.21,Linux,2484.05,7.8,11.46,953.0
5752,5752,MSI,Intel i9,4,2TB SSD,AMD Radeon RX 6600,17.3,1920x1080,8.3,1.35,Linux,2251.05,7.7,9.82,954.0
5753,5753,Lenovo,Intel i3,4,1TB HDD,AMD Radeon RX 6600,13.3,1366x768,7.6,2.53,macOS,655.19,6.5,10.45,891.0
5754,5754,Samsung,AMD Ryzen 9,32,512GB SSD,Nvidia RTX 3080,17.3,2560x1440,10.1,2.17,macOS,3745.07,8.2,3.41,1599.0
5755,5755,Microsoft,AMD Ryzen 7,4,1TB HDD,Nvidia RTX 2060,16.0,2560x1440,10.3,1.25,Windows,1417.63,7.3,3.48,968.0
5756,5756,MSI,Intel i9,64,1TB HDD,Nvidia RTX 2060,13.3,3840x2160,8.3,2.72,Windows,6953.6,8.8,11.02,983.0
5757,5757,Razer,Intel i7,32,1TB SSD,Nvidia GTX 1650,17.3,1366x768,5.2,3.19,FreeDOS,2683.19,7.9,11.0,1179.0
5758,5758,HP,AMD Ryzen 9,64,1TB SSD,AMD Radeon RX 6800,15.6,1366x768,10.6,2.97,FreeDOS,3571.51,8.2,10.92,707.0
5759,5759,HP,AMD Ryzen 5,8,256GB SSD,Integrated,16.0,2560x1440,4.8,1.77,FreeDOS,1033.61,6.9,8.72,964.0
5760,5760,Apple,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 3060,16.0,2560x1440,4.1,2.45,FreeDOS,3159.75,8.1,13.86,1515.0
5761,5761,Apple,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 3060,15.6,2560x1440,6.8,2.28,Windows,4075.32,8.3,11.49,832.0
5762,5762,Razer,Intel i7,8,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,10.3,3.45,FreeDOS,2517.69,7.8,6.97,1619.0
5763,5763,Asus,Intel i7,16,256GB SSD,Nvidia GTX 1650,17.3,1920x1080,10.5,3.5,macOS,1681.91,7.4,10.67,1439.0
5764,5764,Lenovo,Intel i7,16,1TB HDD,AMD Radeon RX 6600,14.0,1366x768,4.1,3.4,FreeDOS,1106.53,7.0,9.51,1726.0
5765,5765,HP,Intel i7,32,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,10.5,1.78,Linux,2418.62,7.8,9.34,1265.0
5766,5766,Asus,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 3060,16.0,3840x2160,5.2,1.45,Linux,1432.06,7.3,5.33,1312.0
5767,5767,Apple,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,11.0,1.84,macOS,1317.75,7.2,13.89,525.0
5768,5768,HP,Intel i9,32,256GB SSD,Integrated,15.6,1366x768,7.7,2.01,FreeDOS,1716.22,7.4,11.84,2015.0
5769,5769,Apple,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 3060,14.0,1366x768,6.3,2.36,Linux,1075.12,7.0,13.92,1076.0
5770,5770,Razer,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 2060,13.3,1366x768,5.9,2.03,Linux,1856.09,7.5,8.27,783.0
5771,5771,Microsoft,Intel i7,32,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,11.8,2.41,Windows,2679.15,7.9,9.24,435.0
5772,5772,Lenovo,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,5.4,2.61,FreeDOS,1237.69,7.1,12.84,1355.0
5773,5773,Lenovo,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,6.9,1.52,Windows,3230.15,8.1,11.8,1597.0
5774,5774,Acer,Intel i9,4,2TB SSD,Nvidia RTX 3080,13.3,1366x768,7.5,1.85,FreeDOS,1413.05,7.3,5.65,1102.0
5775,5775,MSI,Intel i7,8,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,4.5,1.96,Linux,1853.53,7.5,10.56,1901.0
5776,5776,MSI,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,7.3,2.55,Windows,3878.61,8.3,11.7,1329.0
5777,5777,Samsung,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6800,14.0,3840x2160,8.4,2.78,macOS,2172.64,7.7,7.36,839.0
5778,5778,Dell,AMD Ryzen 9,32,2TB SSD,Integrated,15.6,1366x768,8.1,2.61,macOS,1525.97,7.3,9.17,633.0
5779,5779,Apple,Intel i5,8,512GB SSD,AMD Radeon RX 6800,16.0,3840x2160,10.3,3.48,macOS,2765.34,7.9,7.03,572.0
5780,5780,Lenovo,AMD Ryzen 5,16,1TB HDD,Nvidia GTX 1650,17.3,3840x2160,6.2,2.15,Linux,1780.25,7.5,10.34,1308.0
5781,5781,Lenovo,Intel i9,64,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,9.6,1.85,Linux,3363.72,8.1,7.6,1088.0
5782,5782,Dell,AMD Ryzen 3,4,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,10.2,1.48,macOS,1187.8,7.1,11.63,952.0
5783,5783,Samsung,Intel i9,8,2TB SSD,AMD Radeon RX 6600,16.0,1920x1080,4.7,1.25,Windows,1857.5,7.5,13.4,1127.0
5784,5784,Asus,Intel i9,16,1TB HDD,AMD Radeon RX 6800,17.3,2560x1440,9.2,2.39,FreeDOS,2190.85,7.7,8.82,1217.0
5785,5785,Razer,Intel i5,16,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,6.7,3.28,FreeDOS,1797.61,7.5,15.06,1070.0
5786,5786,HP,Intel i3,64,1TB HDD,AMD Radeon RX 6600,13.3,1920x1080,11.2,3.06,FreeDOS,1771.13,7.5,9.6,1651.0
5787,5787,Asus,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,7.8,3.34,macOS,936.72,6.8,6.31,830.0
5788,5788,Microsoft,AMD Ryzen 7,16,1TB HDD,Nvidia RTX 3080,15.6,1366x768,6.0,1.52,Linux,1032.63,6.9,8.34,877.0
5789,5789,Acer,AMD Ryzen 7,16,512GB SSD,Nvidia GTX 1650,17.3,1366x768,8.5,2.59,Linux,1453.26,7.3,13.52,680.0
5790,5790,MSI,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6600,17.3,1366x768,9.7,1.82,Windows,980.14,6.9,12.89,1235.0
5791,5791,Lenovo,Intel i9,4,1TB HDD,Nvidia GTX 1650,14.0,1366x768,4.7,3.38,FreeDOS,1069.73,7.0,9.65,1160.0
5792,5792,Lenovo,Intel i9,8,512GB SSD,AMD Radeon RX 6600,15.6,2560x1440,5.7,2.4,Linux,2229.56,7.7,11.06,742.0
5793,5793,Apple,AMD Ryzen 5,32,2TB SSD,Nvidia GTX 1650,16.0,1366x768,5.4,2.31,FreeDOS,2206.23,7.7,9.55,1169.0
5794,5794,Apple,Intel i9,64,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,4.8,2.94,macOS,6351.66,8.8,8.91,933.0
5795,5795,Lenovo,Intel i5,8,1TB HDD,AMD Radeon RX 6800,16.0,3840x2160,10.1,1.38,Linux,1436.04,7.3,9.81,1437.0
5796,5796,MSI,Intel i5,32,1TB SSD,AMD Radeon RX 6600,15.6,1920x1080,6.5,1.96,Windows,2410.99,7.8,12.32,1394.0
5797,5797,MSI,Intel i9,4,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,5.2,2.66,Windows,2320.69,7.7,2.97,955.0
5798,5798,HP,AMD Ryzen 3,16,2TB SSD,Integrated,14.0,1366x768,6.5,2.19,Linux,540.99,6.3,9.92,1862.0
5799,5799,Asus,Intel i9,32,256GB SSD,Nvidia RTX 3060,14.0,3840x2160,9.9,1.58,Windows,4319.9,8.4,7.15,1000.0
5800,5800,HP,Intel i9,4,256GB SSD,Nvidia RTX 3080,14.0,1366x768,8.3,2.91,macOS,1210.34,7.1,8.91,1482.0
5801,5801,Apple,Intel i3,4,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,4.4,2.8,macOS,973.57,6.9,11.75,1164.0
5802,5802,MSI,AMD Ryzen 5,64,1TB HDD,AMD Radeon RX 6600,13.3,1920x1080,9.6,1.82,Windows,2479.35,7.8,13.73,1067.0
5803,5803,Apple,AMD Ryzen 5,4,1TB HDD,Nvidia RTX 3060,17.3,1920x1080,8.7,2.58,macOS,1370.45,7.2,13.92,1271.0
5804,5804,Dell,Intel i3,64,256GB SSD,Integrated,14.0,2560x1440,6.2,3.02,macOS,1567.35,7.4,10.94,1624.0
5805,5805,Dell,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 2060,17.3,1920x1080,4.2,2.4,Windows,1277.38,7.2,7.4,1055.0
5806,5806,Acer,AMD Ryzen 9,32,1TB HDD,Nvidia RTX 3080,17.3,2560x1440,5.9,2.55,Windows,3162.31,8.1,10.82,1126.0
5807,5807,MSI,AMD Ryzen 9,16,2TB SSD,Nvidia RTX 3080,14.0,1920x1080,7.9,2.42,FreeDOS,2537.25,7.8,10.48,1419.0
5808,5808,Dell,Intel i9,32,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,9.9,2.56,macOS,2700.88,7.9,10.4,807.0
5809,5809,Samsung,Intel i3,8,512GB SSD,Nvidia RTX 3080,16.0,1366x768,7.8,1.39,macOS,752.24,6.6,11.4,1006.0
5810,5810,Samsung,Intel i3,64,256GB SSD,Nvidia GTX 1650,17.3,1366x768,4.8,3.19,Windows,1690.58,7.4,11.28,1139.0
5811,5811,Samsung,Intel i7,4,256GB SSD,Nvidia RTX 2060,16.0,3840x2160,11.2,2.05,macOS,1908.64,7.6,10.4,1293.0
5812,5812,Microsoft,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,4.8,1.92,Linux,926.91,6.8,10.05,1213.0
5813,5813,Apple,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 2060,13.3,1366x768,11.4,2.25,Linux,1118.3,7.0,6.97,1758.0
5814,5814,Acer,AMD Ryzen 5,64,256GB SSD,Integrated,14.0,3840x2160,7.6,2.64,Linux,2718.55,7.9,8.25,1371.0
5815,5815,MSI,AMD Ryzen 7,32,1TB SSD,AMD Radeon RX 6600,15.6,3840x2160,10.5,3.04,macOS,4573.14,8.4,10.44,1619.0
5816,5816,HP,Intel i3,64,1TB HDD,Nvidia RTX 2060,15.6,1366x768,8.7,1.71,Windows,1677.71,7.4,4.08,1500.0
5817,5817,Microsoft,AMD Ryzen 9,8,256GB SSD,Integrated,17.3,1920x1080,9.1,3.06,FreeDOS,1141.72,7.0,7.55,1734.0
5818,5818,Microsoft,Intel i3,64,1TB HDD,Nvidia RTX 3060,15.6,2560x1440,9.0,2.15,FreeDOS,2302.54,7.7,7.79,1393.0
5819,5819,Microsoft,Intel i5,64,256GB SSD,Nvidia RTX 3060,14.0,1920x1080,6.2,1.62,Windows,2443.8,7.8,13.25,675.0
5820,5820,Samsung,Intel i7,32,512GB SSD,Integrated,16.0,2560x1440,11.7,1.63,FreeDOS,1926.99,7.6,9.11,2219.0
5821,5821,HP,AMD Ryzen 9,16,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,11.7,2.81,Windows,1889.86,7.5,7.34,1034.0
5822,5822,Razer,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 3060,16.0,1920x1080,6.5,3.13,macOS,5898.96,8.7,7.69,577.0
5823,5823,Lenovo,Intel i3,32,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,6.8,3.44,macOS,1686.05,7.4,8.8,1209.0
5824,5824,Acer,AMD Ryzen 7,32,1TB SSD,AMD Radeon RX 6800,16.0,3840x2160,6.3,1.47,FreeDOS,3575.06,8.2,11.72,916.0
5825,5825,Apple,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,6.3,3.34,FreeDOS,2355.86,7.8,11.48,1278.0
5826,5826,Dell,Intel i5,64,2TB SSD,AMD Radeon RX 6800,17.3,3840x2160,7.4,1.34,Linux,4201.66,8.3,18.06,1132.0
5827,5827,MSI,Intel i9,8,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,4.6,1.66,macOS,3703.95,8.2,3.05,1017.0
5828,5828,Asus,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 2060,15.6,1366x768,11.3,3.1,macOS,840.28,6.7,10.02,2097.0
5829,5829,Asus,Intel i9,8,1TB SSD,Nvidia GTX 1650,14.0,1366x768,5.2,2.12,FreeDOS,1379.19,7.2,6.65,1616.0
5830,5830,Samsung,AMD Ryzen 5,8,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,10.2,2.61,Windows,1446.06,7.3,10.9,1992.0
5831,5831,HP,AMD Ryzen 7,32,256GB SSD,Nvidia RTX 3060,17.3,1366x768,6.6,1.64,FreeDOS,1828.0,7.5,14.0,1193.0
5832,5832,Lenovo,AMD Ryzen 9,16,1TB SSD,Integrated,16.0,1366x768,7.7,2.5,Linux,1176.74,7.1,8.57,1188.0
5833,5833,Asus,AMD Ryzen 3,16,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,9.5,1.36,Linux,693.21,6.5,8.77,817.0
5834,5834,MSI,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3060,13.3,1366x768,10.5,1.9,Windows,925.92,6.8,13.63,1466.0
5835,5835,Samsung,Intel i5,64,1TB SSD,AMD Radeon RX 6800,14.0,1920x1080,7.5,2.6,macOS,2298.82,7.7,11.48,1114.0
5836,5836,Razer,AMD Ryzen 7,32,512GB SSD,Integrated,15.6,1920x1080,8.1,3.03,Windows,2134.27,7.7,9.81,1605.0
5837,5837,Microsoft,Intel i5,32,512GB SSD,Integrated,13.3,1366x768,6.7,2.08,Windows,796.47,6.7,9.95,865.0
5838,5838,Razer,AMD Ryzen 7,4,1TB HDD,AMD Radeon RX 6800,13.3,1366x768,9.4,3.23,FreeDOS,1117.08,7.0,15.29,890.0
5839,5839,Acer,Intel i5,16,256GB SSD,Integrated,17.3,2560x1440,5.4,2.98,FreeDOS,1099.0,7.0,13.19,1419.0
5840,5840,Microsoft,Intel i7,4,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,7.5,1.66,macOS,1900.58,7.5,9.29,1569.0
5841,5841,Dell,Intel i9,32,2TB SSD,Nvidia RTX 3080,14.0,1366x768,7.2,2.68,Linux,2317.73,7.7,12.49,1742.0
5842,5842,Dell,AMD Ryzen 9,16,1TB SSD,AMD Radeon RX 6600,17.3,1920x1080,5.5,2.16,macOS,2333.54,7.8,11.93,581.0
5843,5843,MSI,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,6.2,2.44,Linux,3436.41,8.1,6.84,1237.0
5844,5844,Razer,Intel i7,16,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,9.7,2.61,Linux,2553.23,7.8,10.34,1282.0
5845,5845,Apple,Intel i7,4,256GB SSD,Nvidia GTX 1650,17.3,1366x768,11.7,2.65,macOS,1440.14,7.3,9.0,775.0
5846,5846,Acer,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 2060,15.6,1366x768,8.3,1.68,macOS,1950.32,7.6,10.38,538.0
5847,5847,Asus,Intel i9,64,512GB SSD,Nvidia RTX 2060,13.3,1920x1080,7.8,1.88,FreeDOS,3822.13,8.2,3.61,408.0
5848,5848,HP,AMD Ryzen 7,64,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,4.7,2.13,Linux,2447.38,7.8,7.02,1631.0
5849,5849,Samsung,AMD Ryzen 7,64,1TB HDD,Nvidia RTX 2060,16.0,2560x1440,11.6,1.21,Windows,3348.49,8.1,7.3,1335.0
5850,5850,Acer,AMD Ryzen 9,64,2TB SSD,Nvidia RTX 2060,17.3,3840x2160,11.3,1.24,FreeDOS,7161.67,8.9,5.67,1877.0
5851,5851,Microsoft,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,17.3,1366x768,6.6,3.29,FreeDOS,1331.26,7.2,11.6,1705.0
5852,5852,MSI,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,16.0,2560x1440,11.5,2.78,Linux,1897.38,7.5,9.1,1166.0
5853,5853,MSI,AMD Ryzen 3,16,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,11.5,2.81,Windows,1845.36,7.5,7.36,791.0
5854,5854,Acer,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6800,14.0,2560x1440,7.1,2.89,macOS,3433.39,8.1,7.74,338.0
5855,5855,Apple,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3060,16.0,2560x1440,11.7,1.73,FreeDOS,3160.22,8.1,6.19,1220.0
5856,5856,Lenovo,AMD Ryzen 7,16,1TB SSD,Nvidia GTX 1650,13.3,1920x1080,10.5,3.4,macOS,1369.41,7.2,5.15,918.0
5857,5857,Acer,Intel i3,8,256GB SSD,Integrated,15.6,1366x768,8.7,2.72,Windows,479.2,6.2,9.93,1344.0
5858,5858,Microsoft,AMD Ryzen 5,16,2TB SSD,AMD Radeon RX 6600,15.6,1366x768,11.1,1.67,FreeDOS,1026.18,6.9,14.0,1475.0
5859,5859,HP,AMD Ryzen 7,64,512GB SSD,Nvidia RTX 3060,14.0,3840x2160,8.2,2.14,Windows,4832.42,8.5,11.97,1779.0
5860,5860,MSI,Intel i9,32,256GB SSD,AMD Radeon RX 6600,13.3,1920x1080,4.5,2.0,macOS,3485.43,8.2,8.69,1896.0
5861,5861,Apple,Intel i9,4,512GB SSD,Nvidia RTX 2060,15.6,3840x2160,9.7,1.24,FreeDOS,3948.86,8.3,8.47,835.0
5862,5862,Samsung,Intel i3,4,512GB SSD,Nvidia RTX 3060,14.0,1366x768,6.7,1.61,FreeDOS,654.83,6.5,8.53,1618.0
5863,5863,Razer,Intel i5,64,1TB SSD,Nvidia RTX 2060,15.6,3840x2160,6.6,1.88,FreeDOS,6134.48,8.7,7.11,1272.0
5864,5864,Lenovo,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,17.3,1920x1080,6.8,2.98,Linux,1671.38,7.4,9.27,933.0
5865,5865,Acer,Intel i9,64,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,5.3,1.42,FreeDOS,4353.3,8.4,8.96,1300.0
5866,5866,Samsung,Intel i3,8,512GB SSD,Nvidia RTX 3080,16.0,1920x1080,11.6,2.35,Linux,981.15,6.9,9.92,1510.0
5867,5867,Dell,Intel i5,16,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,11.7,2.83,Linux,2327.88,7.8,6.83,2116.0
5868,5868,HP,AMD Ryzen 5,4,512GB SSD,Nvidia GTX 1650,16.0,1366x768,6.4,1.27,macOS,874.92,6.8,11.68,1089.0
5869,5869,Dell,Intel i7,8,1TB SSD,Nvidia GTX 1650,16.0,3840x2160,10.0,2.84,Linux,2275.02,7.7,12.12,1464.0
5870,5870,Lenovo,Intel i9,64,256GB SSD,Integrated,14.0,1366x768,5.6,3.3,Linux,2209.43,7.7,11.9,530.0
5871,5871,Microsoft,Intel i5,16,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,7.2,1.59,macOS,2153.17,7.7,12.06,1228.0
5872,5872,Apple,AMD Ryzen 7,4,512GB SSD,Nvidia RTX 2060,15.6,1920x1080,6.5,2.58,FreeDOS,1847.0,7.5,13.41,2016.0
5873,5873,Asus,Intel i7,64,512GB SSD,AMD Radeon RX 6600,13.3,1366x768,9.2,1.46,FreeDOS,2569.35,7.9,8.6,2141.0
5874,5874,Apple,AMD Ryzen 5,8,256GB SSD,Integrated,13.3,2560x1440,6.6,2.25,FreeDOS,1276.75,7.2,4.31,1025.0
5875,5875,Acer,Intel i9,8,1TB HDD,Nvidia RTX 3080,16.0,2560x1440,8.4,2.77,FreeDOS,2047.98,7.6,10.07,791.0
5876,5876,Lenovo,AMD Ryzen 5,32,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,4.5,1.93,FreeDOS,2857.9,8.0,12.49,847.0
5877,5877,Samsung,AMD Ryzen 3,16,2TB SSD,Integrated,13.3,1920x1080,8.7,1.86,macOS,637.28,6.5,11.22,1630.0
5878,5878,Samsung,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,10.6,1.31,Linux,1698.67,7.4,11.31,969.0
5879,5879,Microsoft,Intel i3,16,2TB SSD,Nvidia RTX 2060,17.3,1366x768,8.7,1.63,FreeDOS,793.68,6.7,11.97,711.0
5880,5880,Dell,Intel i3,64,256GB SSD,Nvidia GTX 1650,16.0,3840x2160,4.5,1.57,Windows,3695.61,8.2,10.52,677.0
5881,5881,Acer,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,4.1,3.43,Linux,2535.37,7.8,7.71,1208.0
5882,5882,Acer,Intel i7,16,2TB SSD,Nvidia GTX 1650,16.0,1920x1080,5.1,2.43,macOS,1659.05,7.4,7.08,1477.0
5883,5883,MSI,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 2060,16.0,1366x768,4.6,1.38,FreeDOS,1515.3,7.3,13.24,1402.0
5884,5884,HP,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 2060,15.6,1366x768,10.1,2.11,Windows,1218.4,7.1,9.03,599.0
5885,5885,Samsung,Intel i5,8,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,6.3,2.24,FreeDOS,1117.76,7.0,6.4,1721.0
5886,5886,Acer,Intel i7,32,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,11.6,2.18,FreeDOS,1877.48,7.5,7.43,981.0
5887,5887,Apple,AMD Ryzen 5,64,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,4.6,1.96,Linux,4844.81,8.5,6.66,1160.0
5888,5888,MSI,AMD Ryzen 3,4,256GB SSD,Nvidia RTX 3060,16.0,1366x768,5.4,3.36,macOS,806.31,6.7,7.87,894.0
5889,5889,Acer,AMD Ryzen 7,8,2TB SSD,Nvidia RTX 3060,14.0,2560x1440,10.2,2.39,Linux,1573.75,7.4,6.63,307.0
5890,5890,Apple,Intel i3,4,2TB SSD,Nvidia RTX 3060,14.0,1366x768,9.7,2.36,Windows,932.91,6.8,11.28,1149.0
5891,5891,Dell,Intel i9,4,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,10.4,1.51,macOS,1848.8,7.5,11.18,620.0
5892,5892,HP,Intel i5,16,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,4.5,3.49,macOS,1665.79,7.4,7.47,1164.0
5893,5893,Apple,Intel i5,8,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,4.3,1.82,FreeDOS,2618.23,7.9,8.07,914.0
5894,5894,Apple,AMD Ryzen 9,4,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,9.8,1.56,macOS,3576.0,8.2,12.69,938.0
5895,5895,Lenovo,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 3080,16.0,1920x1080,9.0,2.19,macOS,1688.29,7.4,12.18,966.0
5896,5896,Asus,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 3080,15.6,3840x2160,6.1,2.89,macOS,7310.58,8.9,8.67,2197.0
5897,5897,Lenovo,AMD Ryzen 3,64,2TB SSD,Nvidia RTX 2060,15.6,3840x2160,11.5,3.4,macOS,3682.34,8.2,10.94,673.0
5898,5898,Microsoft,AMD Ryzen 3,4,2TB SSD,Integrated,13.3,2560x1440,5.6,2.68,FreeDOS,525.01,6.3,6.33,1456.0
